date,ticker,close,volume
2023-06-06,GRVC,183.52,1098099
2023-06-07,GRVC,183.61,567233
2023-06-08,GRVC,184.3,780124
2023-06-09,GRVC,182.42,1116061
2023-06-12,GRVC,187.98,2049723
2023-06-13,GRVC,187.93,601329
2023-06-14,GRVC,190.96,1400522
2023-06-15,GRVC,192.48,978775
2023-06-16,GRVC,196.3,1536076
2023-06-19,GRVC,195.13,903732
2023-06-20,GRVC,196.99,1077941
2023-06-21,GRVC,194.63,1081228
2023-06-22,GRVC,196.87,1218147
2023-06-23,GRVC,196.71,633000
2023-06-26,GRVC,191.26,1763283
2023-06-27,GRVC,193.87,1251002
2023-06-28,GRVC,188.55,1997873
2023-06-29,GRVC,185.43,1471538
2023-06-30,GRVC,185.03,605440
2023-07-03,GRVC,189.58,1694719
2023-07-04,GRVC,191.81,1078434
2023-07-05,GRVC,191.24,754145
2023-07-06,GRVC,190.16,775042
2023-07-07,GRVC,193.73,1449322
2023-07-10,GRVC,189.29,1628796
2023-07-11,GRVC,189.54,702406
2023-07-12,GRVC,189.42,581414
2023-07-13,GRVC,190.63,710983
2023-07-14,GRVC,187.5,1471625
2023-07-17,GRVC,185.7,1009939
2023-07-18,GRVC,186.42,598664
2023-07-19,GRVC,189.43,1225612
2023-07-20,GRVC,189.63,736860
2023-07-21,GRVC,187.19,1066495
2023-07-24,GRVC,182.88,1700779
2023-07-25,GRVC,184.98,1029291
2023-07-26,GRVC,190.17,1829681
2023-07-27,GRVC,192.82,1319168
2023-07-28,GRVC,196.5,1329934
2023-07-31,GRVC,198.67,1090638
2023-08-01,GRVC,200.74,975886
2023-08-02,GRVC,197.04,1585460
2023-08-03,GRVC,201.36,1450202
2023-08-04,GRVC,197.86,1366344
2023-08-07,GRVC,195.32,1372388
2023-08-08,GRVC,195.29,636531
2023-08-09,GRVC,191.82,1350694
2023-08-10,GRVC,189.55,1103377
2023-08-11,GRVC,181.34,2559931
2023-08-14,GRVC,174.89,2137324
2023-08-15,GRVC,180.58,2201360
2023-08-16,GRVC,182.42,1023094
2023-08-17,GRVC,176.98,1975627
2023-08-18,GRVC,175.48,983325
2023-08-21,GRVC,177.43,1152761
2023-08-22,GRVC,180.02,1174999
2023-08-23,GRVC,174.68,2041307
2023-08-24,GRVC,174.82,653750
2023-08-25,GRVC,175.35,777577
2023-08-28,GRVC,178.5,1435811
2023-08-29,GRVC,175.18,1441005
2023-08-30,GRVC,175.21,596986
2023-08-31,GRVC,174.82,786744
2023-09-01,GRVC,178.82,1438496
2023-09-04,GRVC,183.76,1962960
2023-09-05,GRVC,188.69,1804970
2023-09-06,GRVC,188.81,680905
2023-09-07,GRVC,190.49,1048549
2023-09-08,GRVC,193.81,1373913
2023-09-11,GRVC,190.38,1543115
2023-09-12,GRVC,190.05,728371
2023-09-13,GRVC,188.15,986028
2023-09-14,GRVC,189.74,1130866
2023-09-15,GRVC,189.22,825966
2023-09-18,GRVC,186.69,1242131
2023-09-19,GRVC,189.63,1479099
2023-09-20,GRVC,191.28,935277
2023-09-21,GRVC,193.44,1097990
2023-09-22,GRVC,188.56,1761330
2023-09-25,GRVC,186.52,1045259
2023-09-26,GRVC,188.79,1144321
2023-09-27,GRVC,178.66,3158698
2023-09-28,GRVC,177.36,942353
2023-09-29,GRVC,174.2,1258003
2023-10-02,GRVC,175.09,916046
2023-10-03,GRVC,176.95,1140706
2023-10-04,GRVC,181.86,1789146
2023-10-05,GRVC,186.53,1782727
2023-10-06,GRVC,189.27,1183842
2023-10-09,GRVC,191.33,1217787
2023-10-10,GRVC,192.25,815069
2023-10-11,GRVC,191.81,761341
2023-10-12,GRVC,192.11,757860
2023-10-13,GRVC,196.92,1675808
2023-10-16,GRVC,202.14,1680572
2023-10-17,GRVC,208.12,1911263
2023-10-18,GRVC,205.09,1248718
2023-10-19,GRVC,201.69,1267784
2023-10-20,GRVC,193.79,2534686
2023-10-23,GRVC,187.6,2014800
2023-10-24,GRVC,194.24,2231766
2023-10-25,GRVC,192.53,1013058
2023-10-26,GRVC,196.13,1364808
2023-10-27,GRVC,197.13,751606
2023-10-30,GRVC,199.69,1112671
2023-10-31,GRVC,201.8,890106
2023-11-01,GRVC,205.92,1368959
2023-11-02,GRVC,208.17,1156996
2023-11-03,GRVC,206.4,971538
2023-11-06,GRVC,201.08,1779404
2023-11-07,GRVC,205.69,1565144
2023-11-08,GRVC,208.75,1409349
2023-11-09,GRVC,206,1198480
2023-11-10,GRVC,206.27,762856
2023-11-13,GRVC,212.34,2016037
2023-11-14,GRVC,219.4,2020895
2023-11-15,GRVC,224,1458884
2023-11-16,GRVC,224.33,629843
2023-11-17,GRVC,220.24,1319792
2023-11-20,GRVC,219.34,840833
2023-11-21,GRVC,218.48,858530
2023-11-22,GRVC,215.63,1278631
2023-11-23,GRVC,222.76,2042512
2023-11-24,GRVC,223.72,772958
2023-11-27,GRVC,221.99,925271
2023-11-28,GRVC,215.14,2064779
2023-11-29,GRVC,216.38,795502
2023-11-30,GRVC,220.99,1457193
2023-12-01,GRVC,219.08,984930
2023-12-04,GRVC,216.99,1085070
2023-12-05,GRVC,216.76,648808
2023-12-06,GRVC,223.86,1972045
2023-12-07,GRVC,228.65,1647092
2023-12-08,GRVC,230.65,950758
2023-12-11,GRVC,225.99,1702526
2023-12-12,GRVC,222.28,1323393
2023-12-13,GRVC,229.12,2085612
2023-12-14,GRVC,235.89,1868091
2023-12-15,GRVC,231.23,1515387
2023-12-18,GRVC,222.35,2426257
2023-12-19,GRVC,219.07,1338912
2023-12-20,GRVC,217.56,1015806
2023-12-21,GRVC,212.89,1570336
2023-12-22,GRVC,209.22,1408130
2023-12-25,GRVC,217.37,2160229
2023-12-26,GRVC,224.84,2071227
2023-12-27,GRVC,223.32,800044
2023-12-28,GRVC,220.38,1103619
2023-12-29,GRVC,217.84,1197028
2024-01-01,GRVC,220.86,1249890
2024-01-02,GRVC,216.09,1548322
2024-01-03,GRVC,217.46,878880
2024-01-04,GRVC,212.84,1780878
2024-01-05,GRVC,213.42,744726
2024-01-08,GRVC,219.65,1864176
2024-01-09,GRVC,226.33,1759071
2024-01-10,GRVC,233.6,1997500
2024-01-11,GRVC,231.16,1135413
2024-01-12,GRVC,233.28,1182995
2024-01-15,GRVC,236.43,1077666
2024-01-16,GRVC,234.35,1028174
2024-01-17,GRVC,235.6,866170
2024-01-18,GRVC,232.9,1246245
2024-01-19,GRVC,232.77,744229
2024-01-22,GRVC,237.34,1646372
2024-01-23,GRVC,231.38,1779288
2024-01-24,GRVC,230.43,864618
2024-01-25,GRVC,226.78,1272703
2024-01-26,GRVC,224.53,1102741
2024-01-29,GRVC,228.12,1174114
2024-01-30,GRVC,232.98,1548660
2024-01-31,GRVC,230.75,946153
2024-02-01,GRVC,221.65,2301023
2024-02-02,GRVC,230.92,2502493
2024-02-05,GRVC,223.24,2035580
2024-02-06,GRVC,228.07,1656331
2024-02-07,GRVC,225.55,1129488
2024-02-08,GRVC,220.97,1536148
2024-02-09,GRVC,221.65,597114
2024-02-12,GRVC,224.25,1078621
2024-02-13,GRVC,221.31,1250509
2024-02-14,GRVC,222.98,948951
2024-02-15,GRVC,222.17,743697
2024-02-16,GRVC,221.68,796617
2024-02-19,GRVC,222.04,679626
2024-02-20,GRVC,218.14,1281919
2024-02-21,GRVC,218.96,799186
2022-01-03,SCNC,67.25,2140222
2022-01-04,SCNC,68.32,1050984
2022-01-05,SCNC,70.24,1411770
2022-01-06,SCNC,66.34,2400869
2022-01-07,SCNC,65.59,961359
2022-01-10,SCNC,63.59,1554821
2022-01-11,SCNC,64.3,981786
2022-01-12,SCNC,67.13,1919287
2022-01-13,SCNC,68.77,1439079
2022-01-14,SCNC,70.2,1275773
2022-01-17,SCNC,71.7,1199062
2022-01-18,SCNC,71.25,825138
2022-01-19,SCNC,72.35,936525
2022-01-20,SCNC,70.33,1558182
2022-01-21,SCNC,68.62,1432167
2022-01-24,SCNC,66.96,1376119
2022-01-25,SCNC,69.72,1950634
2022-01-26,SCNC,69.38,787872
2022-01-27,SCNC,69.93,999868
2022-01-28,SCNC,70.12,580909
2022-01-31,SCNC,71.76,1467719
2022-02-01,SCNC,73.35,1385643
2022-02-02,SCNC,75.19,1493646
2022-02-03,SCNC,72.31,1893841
2022-02-04,SCNC,71.31,1169818
2022-02-07,SCNC,71.78,783891
2022-02-08,SCNC,73.16,1219721
2022-02-09,SCNC,71.23,1355519
2022-02-10,SCNC,71.29,674723
2022-02-11,SCNC,73.33,1566744
2022-02-14,SCNC,71.81,1351174
2022-02-15,SCNC,67.48,2486685
2022-02-16,SCNC,65.94,1324311
2022-02-17,SCNC,65.07,1017691
2022-02-18,SCNC,67.66,1780267
2022-02-21,SCNC,65.3,1798800
2022-02-22,SCNC,66.41,1183401
2022-02-23,SCNC,67.27,868268
2022-02-24,SCNC,69.31,1521647
2022-02-25,SCNC,69.33,742095
2022-02-28,SCNC,70.34,1109372
2022-03-01,SCNC,67.6,1763864
2022-03-02,SCNC,67.9,842709
2022-03-03,SCNC,68.86,1152119
2022-03-04,SCNC,68.02,996997
2022-03-07,SCNC,69.02,1088479
2022-03-08,SCNC,66.96,1566462
2022-03-09,SCNC,65.37,1260850
2022-03-10,SCNC,65.91,898700
2022-03-11,SCNC,66.09,658857
2022-03-14,SCNC,66.07,687330
2022-03-15,SCNC,67.27,1127518
2022-03-16,SCNC,69.18,1450743
2022-03-17,SCNC,67.01,1552073
2022-03-18,SCNC,65.07,1578535
2022-03-21,SCNC,65.31,695876
2022-03-22,SCNC,66.83,1463358
2022-03-23,SCNC,63.07,2325132
2022-03-24,SCNC,61.29,1536636
2022-03-25,SCNC,60.89,859114
2022-03-28,SCNC,60.73,653223
2022-03-29,SCNC,59.03,1485948
2022-03-30,SCNC,63.07,2598603
2022-03-31,SCNC,63.25,586893
2022-04-01,SCNC,63.34,799316
2022-04-04,SCNC,62.88,836430
2022-04-05,SCNC,65.9,1973805
2022-04-06,SCNC,68.5,1917853
2022-04-07,SCNC,68.54,630226
2022-04-08,SCNC,66.51,1495303
2022-04-11,SCNC,66.46,683772
2022-04-12,SCNC,67,851433
2022-04-13,SCNC,67.61,956432
2022-04-14,SCNC,69.79,1637348
2022-04-15,SCNC,67.79,1472294
2022-04-18,SCNC,68.84,1078759
2022-04-19,SCNC,70.28,1179243
2022-04-20,SCNC,68.22,1532436
2022-04-21,SCNC,71.35,1966637
2022-04-22,SCNC,71.99,1029484
2022-04-25,SCNC,70.47,1285050
2022-04-26,SCNC,73.69,1903474
2022-04-27,SCNC,76.03,1696976
2022-04-28,SCNC,74.72,1130757
2022-04-29,SCNC,75.35,729370
2022-05-02,SCNC,74.51,885114
2022-05-03,SCNC,73.78,979436
2022-05-04,SCNC,74.95,1119857
2022-05-05,SCNC,74.12,914495
2022-05-06,SCNC,75.98,1353820
2022-05-09,SCNC,75.97,582516
2022-05-10,SCNC,75.75,683008
2022-05-11,SCNC,76.93,1152488
2022-05-12,SCNC,73.66,1831584
2022-05-13,SCNC,73.29,770286
2022-05-16,SCNC,77.45,2419634
2022-05-17,SCNC,77.65,776097
2022-05-18,SCNC,78.21,748947
2022-05-19,SCNC,77.92,838884
2022-05-20,SCNC,77.53,823112
2022-05-23,SCNC,78.6,931028
2022-05-24,SCNC,77.82,872153
2022-05-25,SCNC,75.5,1588192
2022-05-26,SCNC,76.58,1075355
2022-05-27,SCNC,74.75,1277022
2022-05-30,SCNC,75.49,831520
2022-05-31,SCNC,77.71,1573780
2022-06-01,SCNC,79.54,1283195
2022-06-02,SCNC,81.53,1340458
2022-06-03,SCNC,81.55,550977
2022-06-06,SCNC,82.86,1167185
2022-06-07,SCNC,82.64,683788
2022-06-08,SCNC,85.41,1471608
2022-06-09,SCNC,86.05,757531
2022-06-10,SCNC,83,1794042
2022-06-13,SCNC,82.18,967438
2022-06-14,SCNC,81.36,857531
2022-06-15,SCNC,80.36,960944
2022-06-16,SCNC,79.29,1096052
2022-06-17,SCNC,79.71,823455
2022-06-20,SCNC,79.68,742593
2022-06-21,SCNC,78.83,816405
2022-06-22,SCNC,78.1,857031
2022-06-23,SCNC,77.31,873605
2022-06-24,SCNC,80.55,1757877
2022-06-27,SCNC,83.4,1740776
2022-06-28,SCNC,80.36,1877966
2022-06-29,SCNC,81.05,752266
2022-06-30,SCNC,81.52,831488
2022-07-01,SCNC,82.67,1154709
2022-07-04,SCNC,84.76,1313497
2022-07-05,SCNC,83.1,1221068
2022-07-06,SCNC,85.02,1273176
2022-07-07,SCNC,84.87,738430
2022-07-08,SCNC,88.94,1919226
2022-07-11,SCNC,89.66,880081
2022-07-12,SCNC,86.13,1858320
2022-07-13,SCNC,84.02,1416326
2022-07-14,SCNC,84.42,642481
2022-07-15,SCNC,83.11,1016622
2022-07-18,SCNC,83.68,751977
2022-07-19,SCNC,81.76,1344741
2022-07-20,SCNC,82.83,986494
2022-07-21,SCNC,84.85,1327250
2022-07-22,SCNC,82.82,1298468
2022-07-25,SCNC,81.67,957230
2022-07-26,SCNC,82.08,904501
2022-07-27,SCNC,84.31,1490985
2022-07-28,SCNC,82.79,1218989
2022-07-29,SCNC,81.96,1056831
2022-08-01,SCNC,79.24,1635222
2022-08-02,SCNC,79.8,788296
2022-08-03,SCNC,78.41,1211931
2022-08-04,SCNC,77.82,800661
2022-08-05,SCNC,77.08,870523
